Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Salem Wickson,12/5/1993,668-98-0149,1077,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,40,United-States,<=50K,30,0,0
Selia Megany,7/13/1969,137-85-3384,75658,State-gov,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,54,0,0
Salvidor Heaphy,3/14/1974,296-56-2060,4002,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,49,0,0
Waylon Lipscombe,5/15/2004,648-85-7805,71869,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,19,0,0
Shaine Gollop,11/12/1998,304-19-6049,28660,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,22,United-States,<=50K,25,0,0
Karoly Blakes,8/28/1999,400-70-1554,58070,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,24,0,0
Xerxes Scotter,10/16/1996,742-96-9791,93410,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,27,0,0
Sisely Findlater,4/12/1974,159-28-5840,7563,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,32,United-States,<=50K,49,0,0
Mathian Lenahan,5/7/1972,746-77-0774,93105,Private,1st-4th,2,Separated,Farming-fishing,Not-in-family,Black,Male,50,United-States,<=50K,51,0,0
Kellen Hugill,2/5/2004,562-77-6741,3466,State-gov,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K,19,0,0
Graig Gadie,2/15/1971,795-10-7118,40714,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,52,0,0
Randie Buttress,4/8/1966,177-67-7120,43016,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,57,0,0
Mavis Ludgrove,10/1/2000,675-05-7399,34760,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,<=50K,23,0,0
Emlynn Kondrachenko,5/27/1966,401-63-9958,53406,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K,57,0,0
Guenna Madrell,11/23/2004,467-05-6678,29020,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,19,0,0
Drusi Chaters,12/15/2000,582-25-9846,94775,,11th,7,Divorced,,Not-in-family,Black,Female,40,United-States,<=50K,23,0,0
Edita Wadeling,4/14/1954,105-81-1789,56374,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,69,0,0
Norby Laughnan,12/27/1976,663-59-3049,53456,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,65,United-States,<=50K,47,0,0
Caddric Caudle,3/12/1962,729-93-4042,59136,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,52,Mexico,<=50K,61,0,0
Conny Juares,3/11/2009,470-29-0236,91722,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,14,0,0
Dagny Libbe,1/3/1955,680-22-6545,39407,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,68,0,0
Jody Burgher,2/6/1998,870-58-2277,14912,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,25,0,0
Koo Penbarthy,2/7/1991,237-74-5593,72003,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,32,0,0
Rachele Iddon,11/24/2006,861-03-1206,10751,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,50,Mexico,<=50K,17,0,0
Zebadiah Larkcum,4/24/1970,267-93-7922,34272,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,53,0,0
Dianne Sooley,8/27/1993,706-98-0410,96134,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,30,0,0
Briana O'Hederscoll,3/6/1960,854-99-0930,7439,Local-gov,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,36,United-States,>50K,63,4934,0
Elwira LaBastida,9/9/2011,376-70-2606,21728,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,>50K,12,13550,0
Patrica Watting,10/15/1978,181-01-3356,9655,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,45,0,0
Rory Tomczykowski,10/11/1953,672-78-5499,62366,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,United-States,<=50K,70,0,1740
Chrysa Toye,11/17/1975,682-23-7350,50714,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,48,0,0
Abel Van der Linde,8/1/2004,480-28-1506,76553,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,19,0,0
Rene Halsall,8/1/1982,306-46-0516,33291,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,41,0,0
Leonora Denny,2/16/1952,839-31-5421,9348,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,71,0,0
Analise Frostdick,2/22/2007,675-65-0739,77745,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K,16,0,0
Archibald Ovett,1/24/1956,287-89-6753,27079,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,67,0,0
Gwendolin D'Angeli,9/9/1967,457-14-6342,67607,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,56,0,0
Faulkner Blanchard,7/31/1956,551-72-0754,87800,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,67,0,0
Krysta Riolfi,7/18/1958,733-10-8575,4414,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K,65,0,0
Hermione Yitshak,12/14/2000,807-19-4098,66915,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,23,0,0
Xenia Beadnell,9/30/2001,737-19-9989,48134,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,22,5178,0
Brittan Veitch,7/8/1980,355-30-5986,64796,Private,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,Other,Female,40,United-States,<=50K,43,0,0
Nadine Dallaway,5/4/2009,356-96-1145,71911,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,14,0,0
Halsey Heindl,2/19/2009,325-66-8729,46346,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,,<=50K,14,0,0
Shalom Daingerfield,10/26/1972,714-88-3611,95176,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,51,0,0
Atlante Clemmitt,5/9/1990,114-47-8237,84715,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,33,0,0
Erna Mullenger,6/5/1976,437-71-6023,33023,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,47,0,0
Averyl McCaig,6/29/1997,766-41-7480,41957,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,60,United-States,<=50K,26,0,0
Henryetta Isselee,9/16/1997,713-52-3024,40334,Private,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K,26,0,0
Vernon Rizzelli,7/16/1993,276-31-2392,43046,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,25,United-States,<=50K,30,0,0
Tessy Sloss,2/18/1952,383-38-1208,41279,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,40,United-States,<=50K,71,0,0
Guthry Darley,7/13/1954,168-29-8095,90100,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50,,>50K,69,15024,0
Chev Izard,10/1/1978,193-11-7314,35910,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K,45,0,0
Lucien Lenihan,9/3/1956,747-64-1281,59037,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,67,0,0
Tiena Kausche,6/4/1994,123-67-5682,61052,Private,9th,5,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,29,0,0
Valma Girodon,2/26/2012,467-09-9744,35517,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,11,0,0
Margi Dellenbrook,12/25/1959,538-02-5737,18801,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,64,0,0
Boyd Moreside,8/8/1995,862-69-1018,46684,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,28,0,0
Celene Fawlo,6/21/1988,568-14-1154,67456,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,35,0,0
Dorris Cottrill,1/23/1978,823-40-5590,76602,Private,7th-8th,4,Widowed,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K,45,0,0
Calvin Parrin,3/11/1985,664-71-5305,92984,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,38,0,0
Tomasina Corser,3/9/2002,803-42-5957,99938,,HS-grad,9,Divorced,,Not-in-family,Black,Female,28,United-States,<=50K,21,0,0
Kelwin Cutridge,1/14/1958,427-85-3986,56045,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,65,0,0
Blakeley Crucetti,3/29/1968,432-31-8360,82179,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55,0,1902
Kippar Thring,3/15/1960,669-97-2923,82767,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,63,0,0
Tymon Leggs,2/5/1970,121-38-2209,78779,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,53,0,0
Nedi Twinberrow,8/30/1974,141-10-9327,61265,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,49,0,1672
Belita Hastin,3/21/1959,733-47-4595,80598,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,64,0,1887
Byrann McQuillan,5/22/1951,843-35-9606,61757,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,72,0,0
Linnea Davidson,11/27/2010,700-16-9337,97702,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,99,Japan,>50K,13,0,0
Merilyn Mikalski,8/30/1995,847-87-7289,82337,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K,28,0,0
Deana Boldock,12/24/1958,745-28-8766,31491,,9th,5,Married-civ-spouse,,Husband,White,Male,40,United-States,>50K,65,5178,0
Biddie Milch,7/8/1989,310-51-1904,10825,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,34,2174,0
Sutton Robke,8/7/1975,669-80-5204,75969,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,48,0,0
Robbie Jansey,11/21/2006,424-03-3685,25474,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,55,United-States,<=50K,17,0,0
Hetty Normavill,4/16/1988,548-60-7395,6223,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,35,0,0
Minnie McDowall,6/10/1966,467-89-3812,70334,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,57,0,0
Micky Apted,12/22/1964,487-56-1435,56592,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,59,0,0
Aldin Paniman,10/30/2003,678-72-6420,59440,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,42,United-States,<=50K,20,0,0
Arnaldo Patzelt,5/30/1975,510-93-0849,154,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,48,0,0
Barde Eastcott,3/3/1998,678-79-8538,59586,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,25,0,0
Bent Cohr,6/23/1976,536-58-8147,68542,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,47,0,0
Yalonda McCuis,4/21/1960,441-97-7252,2012,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,63,0,0
Huntlee Gillatt,10/27/1980,233-59-8294,80093,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,43,7688,0
Juana Giacobelli,6/20/1959,352-69-8467,9835,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,64,0,0
Merrill Hanny,6/24/1965,344-90-4340,35402,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,58,0,0
Katine Seth,11/2/1975,696-44-4831,79708,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,48,0,0
Cordie Keely,3/14/1988,354-44-4182,77212,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,35,0,0
Janet Mitrikhin,11/7/2006,864-50-7490,57734,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,17,0,0
Conni Sargerson,1/25/1977,713-53-5406,80623,Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,46,0,0
Cleopatra Dilleston,9/9/2008,659-84-1629,82595,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,15,0,0
Kristina De Filippi,3/4/1985,706-50-0817,26050,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K,38,0,0
Orson Valentinuzzi,1/6/1964,250-38-6232,26315,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,59,0,0
Cordell Ungerecht,1/17/2004,403-04-0019,87027,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,19,0,0
Lothario Playdon,1/5/1989,256-86-1853,7730,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,34,0,0
Phoebe Jedrzej,6/14/1987,305-55-0399,2379,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,36,0,1902
Nanon Radbone,1/28/1999,536-69-1113,32044,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,24,99999,0
Claudell Bendon,7/15/1988,867-81-2235,97750,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,35,0,2377
Becka Seczyk,5/12/1992,752-49-5755,23890,Private,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Mexico,<=50K,31,0,0
Lorrayne Sabater,9/18/1969,364-06-8108,24840,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,54,0,0
Charlotte Thorby,8/30/1984,175-94-2585,15436,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K,39,10520,0
Ricky Pollie,9/14/2004,240-30-3203,47362,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K,19,0,0
Martie Flawith,8/30/1999,619-41-6997,30121,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,20,United-States,<=50K,24,0,0
Izzy Prose,1/6/2007,218-86-5961,36765,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K,16,0,0
Brande Glasard,1/27/2004,548-15-1615,32876,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,<=50K,19,0,0
Keen Rossant,1/29/1965,304-14-9316,44771,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,58,0,0
Saraann Bellenger,12/20/1956,495-41-4333,38362,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,67,0,0
Anthea Janson,11/14/1957,187-22-7946,36811,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,66,0,0
Salvidor Fardo,11/4/2007,769-95-7583,27469,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,16,15024,0
Teddie Boorman,5/7/1983,710-33-2978,40381,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40,15024,0
Melonie Garlic,7/27/1980,708-12-0226,73090,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,<=50K,43,0,0
Roseanna Ginnally,10/11/2010,548-14-2301,86877,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,Mexico,<=50K,13,0,0
Holden Jedraszczyk,11/15/1997,184-69-4960,38718,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,26,0,0
Bar Dikels,10/24/1972,365-40-4873,36239,,11th,7,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,51,0,0
Danni Goldster,9/7/2002,328-62-9059,95319,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,21,4064,0
Zuzana Campbell,7/17/1977,549-28-3921,50761,Private,9th,5,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,46,0,0
Lorna Blinman,8/15/1953,557-53-2272,89703,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,70,0,0
Amalee Boken,7/26/1998,674-07-5662,71389,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,50,Peru,<=50K,25,0,0
Harman Coulthurst,7/18/1971,690-83-3917,36933,,HS-grad,9,Never-married,,Own-child,White,Male,30,United-States,<=50K,52,0,0
Maitilde Swyndley,9/24/1963,635-89-7464,71826,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,60,0,0
Yard Ungerecht,11/27/1980,697-61-8884,47779,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,43,0,0
Gina Mardall,1/13/1965,711-37-8382,77023,Private,11th,7,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,58,0,0
Roobbie Hacaud,11/24/1983,731-45-2286,91064,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,40,0,0
Glenda Orme,3/25/2004,837-31-2378,52137,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,65,United-States,<=50K,19,0,0
Emmanuel Greneham,8/2/1957,536-55-4527,50390,Private,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,30,United-States,<=50K,66,0,0
Ranique Hurren,10/16/1979,835-57-0021,88084,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,44,0,0
Edmund Pinnijar,7/25/2007,470-02-2238,83382,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,16,0,0
Berri Shenton,10/29/2005,469-11-9386,22007,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,18,0,0
Rance Fullstone,7/4/1972,510-65-0303,67492,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,51,0,0
Joycelin Toohey,5/7/1969,410-19-4883,65217,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,54,0,0
Matty Djekovic,4/30/2003,617-12-5842,23259,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,20,0,0
Karlik Slark,2/8/1974,150-29-1296,41111,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,49,0,0
Pennie Thorp,8/21/1959,435-96-5364,51891,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,64,0,0
Logan Spowage,7/28/1974,746-55-8703,28621,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,49,0,0
Anjanette Tanner,2/1/2004,446-88-9387,93600,State-gov,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K,19,0,0
Fin Thwaite,1/8/2005,718-90-8889,39687,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,18,0,0
Glyn Tran,4/2/1963,723-36-1085,15190,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,60,0,1408
Eileen Kayley,7/31/1962,178-21-1115,76906,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,61,0,0
Dallas Pattinson,5/13/1965,416-57-8725,84658,Local-gov,10th,6,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K,58,0,0
